student_id,oe_id,grade,semester,score,label,is_negative,split
STU0002,CSE_OE503_CloudComputing,,5,0.0,0,1,train
STU0360,ME_OE508_NanoMfg,,5,0.0,0,1,train
STU0226,ME_OE606_BioMech,,6,0.0,0,1,val
STU0287,ECE_OE701_AutomotiveElec,,7,0.0,0,1,test
STU0457,EEE_OE706_Superconductors,,7,0.0,0,1,test
STU0123,CSE_OE607_EdgeAI,A,6,0.8,1,0,val
STU0306,ME_OE602_Aerospace,,6,0.0,0,1,val
STU0236,EEE_OE605_PowerQuality,,6,0.0,0,1,val
STU0248,ECE_OE502_EmbeddedSys,,5,0.0,0,1,train
STU0241,EEE_OE501_PowerSys,,5,0.0,0,1,train
STU0010,CE_OE707_WasteManagement,B+,7,0.7,1,0,test
STU0240,ME_OE708_AdvancedRobotics,,7,0.0,0,1,test
STU0436,CE_OE507_SoilMech,,5,0.0,0,1,train
STU0059,ECE_OE503_IoTHardware,,5,0.0,0,1,train
STU0126,ME_OE604_Mechatronics,,6,0.0,0,1,val
STU0365,ME_OE507_Tribology,A,5,0.8,1,0,train
STU0312,CSE_OE703_FinTech,,7,0.0,0,1,test
STU0042,ECE_OE603_PowerElec,B,6,0.6,1,0,val
STU0221,CE_OE504_Geotechnical,,5,0.0,0,1,train
STU0331,CE_OE606_EnvironImpact,,6,0.0,0,1,val
STU0097,EEE_OE502_ElecDrives,,5,0.0,0,1,train
STU0257,CSE_OE504_WebDev,,5,0.0,0,1,train
STU0065,ECE_OE608_SensorNet,,6,0.0,0,1,val
STU0108,CSE_OE604_GameDev,,6,0.0,0,1,val
STU0140,CSE_OE502_DeepLearning,,5,0.0,0,1,train
STU0005,CSE_OE604_GameDev,,6,0.0,0,1,val
STU0192,CE_OE706_SeismicDesign,,7,0.0,0,1,test
STU0183,ME_OE703_HydrogenEnergy,,7,0.0,0,1,test
STU0200,CE_OE608_HydroEng,A,6,0.8,1,0,val
STU0026,ECE_OE505_Microcontrollers,C,5,0.5,0,0,train
STU0447,ECE_OE606_RadarSys,A+,6,0.9,1,0,val
STU0473,EEE_OE501_PowerSys,A,5,0.8,1,0,train
STU0337,CE_OE601_EarthquakeEng,,6,0.0,0,1,val
STU0473,CSE_OE608_MLOps,,6,0.0,0,1,val
STU0304,EEE_OE506_PowerElec,,5,0.0,0,1,train
STU0179,CSE_OE701_AutonomousSys,,7,0.0,0,1,test
STU0237,CE_OE703_GreenBuilding,,7,0.0,0,1,test
STU0143,CSE_OE503_CloudComputing,,5,0.0,0,1,train
STU0310,ME_OE606_BioMech,,6,0.0,0,1,val
STU0050,EEE_OE708_SpacePower,A,7,0.8,1,0,test
STU0159,CSE_OE705_SoftwareArch,,7,0.0,0,1,test
STU0005,CE_OE704_ConstructionMgmt,,7,0.0,0,1,test
STU0399,EEE_OE607_DistribGen,,6,0.0,0,1,val
STU0152,EEE_OE506_PowerElec,A,5,0.8,1,0,train
STU0468,ECE_OE705_FPGA,,7,0.0,0,1,test
STU0138,CSE_OE604_GameDev,,6,0.0,0,1,val
STU0139,CE_OE602_RemoteSensing,B+,6,0.7,1,0,val
STU0139,ME_OE707_SustainableMfg,,7,0.0,0,1,test
STU0075,ME_OE701_IndustrialAuto,,7,0.0,0,1,test
STU0270,CE_OE605_CoastalEng,O,6,1.0,1,0,val
STU0052,EEE_OE604_Microgrids,,6,0.0,0,1,val
STU0408,CE_OE702_DisasterMgmt,,7,0.0,0,1,test
STU0320,CSE_OE601_ComputerVision,O,6,1.0,1,0,val
STU0047,EEE_OE705_GridCyber,,7,0.0,0,1,test
STU0374,ECE_OE506_PCBDesign,B,5,0.6,1,0,train
STU0114,ME_OE508_NanoMfg,,5,0.0,0,1,train
STU0271,CE_OE508_BuildingInfo,B+,5,0.7,1,0,train
STU0244,EEE_OE705_GridCyber,,7,0.0,0,1,test
STU0377,ME_OE607_Acoustics,O,6,1.0,1,0,val
STU0279,CE_OE501_GIS,A,5,0.8,1,0,train
STU0076,ECE_OE605_MEMS,,6,0.0,0,1,val
STU0154,CE_OE606_EnvironImpact,,6,0.0,0,1,val
STU0356,ME_OE703_HydrogenEnergy,,7,0.0,0,1,test
STU0473,ECE_OE706_WirelessPower,,7,0.0,0,1,test
STU0234,EEE_OE608_WirelessEE,,6,0.0,0,1,val
STU0412,ME_OE708_AdvancedRobotics,A,7,0.8,1,0,test
STU0409,CE_OE601_EarthquakeEng,B,6,0.6,1,0,val
STU0283,EEE_OE606_NuclearPower,,6,0.0,0,1,val
STU0473,EEE_OE705_GridCyber,,7,0.0,0,1,test
STU0096,ECE_OE508_OpticalComm,,5,0.0,0,1,train
STU0167,ECE_OE604_Photonics,,6,0.0,0,1,val
STU0256,ME_OE705_TurbineDes,,7,0.0,0,1,test
STU0067,EEE_OE703_WindEnergy,,7,0.0,0,1,test
STU0466,ME_OE503_ThermalEng,,5,0.0,0,1,train
STU0257,EEE_OE606_NuclearPower,,6,0.0,0,1,val
STU0265,CE_OE501_GIS,,5,0.0,0,1,train
STU0404,CSE_OE705_SoftwareArch,,7,0.0,0,1,test
STU0314,CSE_OE502_DeepLearning,,5,0.0,0,1,train
STU0178,ME_OE505_Composite,,5,0.0,0,1,train
STU0343,EEE_OE608_WirelessEE,A+,6,0.9,1,0,val
STU0412,ECE_OE701_AutomotiveElec,,7,0.0,0,1,test
STU0215,ECE_OE703_SatelliteComm,,7,0.0,0,1,test
STU0014,EEE_OE506_PowerElec,,5,0.0,0,1,train
STU0498,CE_OE506_WaterResources,,5,0.0,0,1,train
STU0100,CSE_OE706_AIEthics,,7,0.0,0,1,test
STU0117,CE_OE603_UrbanPlanning,A+,6,0.9,1,0,val
STU0151,CSE_OE704_HCI,B+,7,0.7,1,0,test
STU0221,CSE_OE706_AIEthics,O,7,1.0,1,0,test
STU0058,CE_OE608_HydroEng,A+,6,0.9,1,0,val
STU0469,ECE_OE601_5G_Wireless,B+,6,0.7,1,0,val
STU0328,CSE_OE604_GameDev,,6,0.0,0,1,val
STU0254,EEE_OE507_ElecMachines,,5,0.0,0,1,train
STU0439,CE_OE605_CoastalEng,,6,0.0,0,1,val
STU0141,ECE_OE701_AutomotiveElec,B,7,0.6,1,0,test
STU0066,EEE_OE702_SolarFarm,,7,0.0,0,1,test
STU0423,ME_OE608_CryoEng,,6,0.0,0,1,val
STU0407,CSE_OE704_HCI,A,7,0.8,1,0,test
STU0294,EEE_OE705_GridCyber,B,7,0.6,1,0,test
STU0488,ME_OE608_CryoEng,,6,0.0,0,1,val
STU0418,CSE_OE703_FinTech,B+,7,0.7,1,0,test
STU0374,CE_OE606_EnvironImpact,,6,0.0,0,1,val
STU0427,CSE_OE705_SoftwareArch,,7,0.0,0,1,test
STU0044,CE_OE506_WaterResources,,5,0.0,0,1,train
STU0133,ECE_OE603_PowerElec,,6,0.0,0,1,val
STU0243,ECE_OE506_PCBDesign,,5,0.0,0,1,train
STU0458,ECE_OE704_SpaceElec,,7,0.0,0,1,test
STU0250,ECE_OE503_IoTHardware,,5,0.0,0,1,train
STU0035,CSE_OE506_BigData,C,5,0.5,0,0,train
STU0258,ECE_OE602_RFDesign,,6,0.0,0,1,val
STU0413,CSE_OE703_FinTech,,7,0.0,0,1,test
STU0007,CSE_OE702_DataPrivacy,,7,0.0,0,1,test
STU0300,ECE_OE705_FPGA,,7,0.0,0,1,test
STU0337,CSE_OE505_Cybersecurity,,5,0.0,0,1,train
STU0046,CE_OE504_Geotechnical,B+,5,0.7,1,0,train
STU0113,ECE_OE608_SensorNet,,6,0.0,0,1,val
STU0228,ME_OE603_RenewableEnergy,,6,0.0,0,1,val
STU0437,EEE_OE702_SolarFarm,A,7,0.8,1,0,test
STU0438,ME_OE608_CryoEng,,6,0.0,0,1,val
STU0419,CE_OE506_WaterResources,,5,0.0,0,1,train
STU0052,ME_OE507_Tribology,,5,0.0,0,1,train
STU0050,ECE_OE607_NanoElec,,6,0.0,0,1,val
STU0233,ECE_OE605_MEMS,,6,0.0,0,1,val
STU0037,ECE_OE506_PCBDesign,,5,0.0,0,1,train
STU0484,CE_OE705_TunnelEng,,7,0.0,0,1,test
STU0415,ECE_OE501_VLSI,,5,0.0,0,1,train
STU0247,CSE_OE601_ComputerVision,,6,0.0,0,1,val
STU0270,EEE_OE502_ElecDrives,A,5,0.8,1,0,train
STU0046,EEE_OE606_NuclearPower,,6,0.0,0,1,val
STU0286,ECE_OE704_SpaceElec,,7,0.0,0,1,test
STU0155,EEE_OE504_SmartGrid,B+,5,0.7,1,0,train
STU0039,EEE_OE501_PowerSys,,5,0.0,0,1,train
STU0240,ECE_OE602_RFDesign,,6,0.0,0,1,val
STU0267,EEE_OE604_Microgrids,B+,6,0.7,1,0,val
STU0247,ME_OE503_ThermalEng,,5,0.0,0,1,train
STU0358,ME_OE702_SmartMfg,B+,7,0.7,1,0,test
STU0049,CSE_OE503_CloudComputing,A,5,0.8,1,0,train
STU0447,ME_OE705_TurbineDes,A,7,0.8,1,0,test
STU0079,ME_OE503_ThermalEng,,5,0.0,0,1,train
STU0105,CSE_OE507_IoTProg,,5,0.0,0,1,train
STU0451,EEE_OE605_PowerQuality,,6,0.0,0,1,val
STU0093,EEE_OE702_SolarFarm,,7,0.0,0,1,test
STU0417,CSE_OE506_BigData,,5,0.0,0,1,train
STU0247,CSE_OE502_DeepLearning,,5,0.0,0,1,train
STU0083,CSE_OE506_BigData,,5,0.0,0,1,train
STU0335,ECE_OE603_PowerElec,A+,6,0.9,1,0,val
STU0313,CSE_OE607_EdgeAI,,6,0.0,0,1,val
STU0154,ECE_OE708_QuantumComm,,7,0.0,0,1,test
STU0186,ME_OE508_NanoMfg,B+,5,0.7,1,0,train
STU0402,ME_OE602_Aerospace,,6,0.0,0,1,val
STU0496,ECE_OE504_SignalProc,B,5,0.6,1,0,train
STU0321,CE_OE601_EarthquakeEng,,6,0.0,0,1,val
STU0425,ME_OE508_NanoMfg,A+,5,0.9,1,0,train
STU0471,CE_OE607_BridgeDesign,O,6,1.0,1,0,val
STU0447,CSE_OE501_ML,,5,0.0,0,1,train
STU0491,ME_OE608_CryoEng,F,6,0.0,0,0,val
STU0364,CE_OE603_UrbanPlanning,,6,0.0,0,1,val
STU0066,EEE_OE602_FuelCells,,6,0.0,0,1,val
STU0245,CE_OE705_TunnelEng,,7,0.0,0,1,test
STU0354,ME_OE506_3DPrinting,,5,0.0,0,1,train
STU0286,ME_OE505_Composite,,5,0.0,0,1,train
STU0198,ECE_OE702_MedElec,,7,0.0,0,1,test
STU0328,CSE_OE508_NLP,B,5,0.6,1,0,train
STU0406,EEE_OE608_WirelessEE,,6,0.0,0,1,val
STU0080,CSE_OE704_HCI,,7,0.0,0,1,test
STU0427,ECE_OE607_NanoElec,,6,0.0,0,1,val
STU0423,EEE_OE706_Superconductors,B,7,0.6,1,0,test
STU0325,ECE_OE708_QuantumComm,,7,0.0,0,1,test
STU0090,EEE_OE607_DistribGen,B+,6,0.7,1,0,val
STU0219,CSE_OE507_IoTProg,O,5,1.0,1,0,train
STU0415,CSE_OE604_GameDev,,6,0.0,0,1,val
STU0291,CE_OE702_DisasterMgmt,,7,0.0,0,1,test
STU0349,EEE_OE504_SmartGrid,,5,0.0,0,1,train
STU0216,CSE_OE604_GameDev,,6,0.0,0,1,val
STU0197,ME_OE604_Mechatronics,A+,6,0.9,1,0,val
STU0150,CSE_OE702_DataPrivacy,,7,0.0,0,1,test
STU0348,CE_OE603_UrbanPlanning,,6,0.0,0,1,val
STU0100,ME_OE703_HydrogenEnergy,,7,0.0,0,1,test
STU0218,CSE_OE508_NLP,,5,0.0,0,1,train
STU0229,ECE_OE604_Photonics,,6,0.0,0,1,val
STU0308,EEE_OE608_WirelessEE,,6,0.0,0,1,val
STU0252,ECE_OE601_5G_Wireless,,6,0.0,0,1,val
STU0191,ME_OE504_FluidMech,,5,0.0,0,1,train
STU0414,ECE_OE603_PowerElec,,6,0.0,0,1,val
STU0092,CSE_OE508_NLP,,5,0.0,0,1,train
STU0487,EEE_OE606_NuclearPower,,6,0.0,0,1,val
STU0226,ECE_OE701_AutomotiveElec,A,7,0.8,1,0,test
STU0489,CSE_OE505_Cybersecurity,,5,0.0,0,1,train
STU0387,CE_OE708_ClimateAdapt,,7,0.0,0,1,test
STU0121,CSE_OE505_Cybersecurity,,5,0.0,0,1,train
STU0395,ECE_OE507_Antenna,,5,0.0,0,1,train
STU0240,CE_OE606_EnvironImpact,,6,0.0,0,1,val
STU0418,CE_OE507_SoilMech,,5,0.0,0,1,train
STU0318,EEE_OE702_SolarFarm,,7,0.0,0,1,test
STU0336,CE_OE505_TransportEng,,5,0.0,0,1,train
STU0205,ECE_OE707_Terahertz,,7,0.0,0,1,test
STU0076,CSE_OE501_ML,,5,0.0,0,1,train
STU0255,CSE_OE708_5GNetworks,,7,0.0,0,1,test
STU0010,CSE_OE506_BigData,,5,0.0,0,1,train
STU0390,ME_OE501_Robotics,,5,0.0,0,1,train
STU0125,ME_OE703_HydrogenEnergy,,7,0.0,0,1,test
STU0112,CE_OE702_DisasterMgmt,,7,0.0,0,1,test
STU0138,ECE_OE608_SensorNet,,6,0.0,0,1,val
STU0069,ME_OE506_3DPrinting,,5,0.0,0,1,train
STU0306,CSE_OE608_MLOps,,6,0.0,0,1,val
STU0202,ME_OE701_IndustrialAuto,A+,7,0.9,1,0,test
STU0151,CE_OE502_SmartCity,,5,0.0,0,1,train
STU0465,CE_OE607_BridgeDesign,,6,0.0,0,1,val
STU0490,CSE_OE608_MLOps,C,6,0.5,0,0,val
STU0335,CSE_OE703_FinTech,,7,0.0,0,1,test
STU0155,CSE_OE603_DevOps,,6,0.0,0,1,val
STU0150,ECE_OE508_OpticalComm,,5,0.0,0,1,train
STU0141,CE_OE607_BridgeDesign,,6,0.0,0,1,val
STU0177,CE_OE607_BridgeDesign,,6,0.0,0,1,val
STU0173,ECE_OE602_RFDesign,,6,0.0,0,1,val
STU0055,CE_OE608_HydroEng,,6,0.0,0,1,val
STU0392,EEE_OE706_Superconductors,,7,0.0,0,1,test
STU0474,ME_OE705_TurbineDes,,7,0.0,0,1,test
STU0049,ME_OE505_Composite,,5,0.0,0,1,train
STU0278,EEE_OE507_ElecMachines,,5,0.0,0,1,train
STU0081,CE_OE608_HydroEng,,6,0.0,0,1,val
STU0134,ME_OE606_BioMech,,6,0.0,0,1,val
STU0441,ECE_OE601_5G_Wireless,,6,0.0,0,1,val
STU0195,CE_OE705_TunnelEng,A,7,0.8,1,0,test
STU0263,CE_OE604_SustainableConst,,6,0.0,0,1,val
STU0473,EEE_OE507_ElecMachines,,5,0.0,0,1,train
STU0386,ME_OE708_AdvancedRobotics,,7,0.0,0,1,test
STU0478,ME_OE508_NanoMfg,,5,0.0,0,1,train
STU0359,ECE_OE704_SpaceElec,,7,0.0,0,1,test
STU0274,ECE_OE505_Microcontrollers,,5,0.0,0,1,train
STU0117,CSE_OE607_EdgeAI,,6,0.0,0,1,val
STU0173,ME_OE507_Tribology,,5,0.0,0,1,train
STU0420,ME_OE507_Tribology,,5,0.0,0,1,train
STU0096,ECE_OE602_RFDesign,,6,0.0,0,1,val
STU0478,ME_OE504_FluidMech,,5,0.0,0,1,train
STU0315,CE_OE507_SoilMech,,5,0.0,0,1,train
STU0115,ECE_OE703_SatelliteComm,A,7,0.8,1,0,test
STU0237,EEE_OE508_EnergyStor,,5,0.0,0,1,train
STU0279,ECE_OE603_PowerElec,,6,0.0,0,1,val
STU0462,CSE_OE601_ComputerVision,,6,0.0,0,1,val
STU0164,CE_OE508_BuildingInfo,,5,0.0,0,1,train
STU0359,ECE_OE607_NanoElec,,6,0.0,0,1,val
STU0158,ME_OE706_Nanotech,,7,0.0,0,1,test
STU0274,EEE_OE502_ElecDrives,,5,0.0,0,1,train
STU0031,ME_OE508_NanoMfg,A,5,0.8,1,0,train
STU0484,CSE_OE703_FinTech,,7,0.0,0,1,test
STU0195,ME_OE704_SpaceProp,,7,0.0,0,1,test
STU0262,CSE_OE506_BigData,,5,0.0,0,1,train
STU0120,CSE_OE608_MLOps,,6,0.0,0,1,val
STU0052,ME_OE602_Aerospace,,6,0.0,0,1,val
STU0213,CE_OE601_EarthquakeEng,,6,0.0,0,1,val
STU0350,CSE_OE506_BigData,,5,0.0,0,1,train
STU0455,ME_OE606_BioMech,,6,0.0,0,1,val
STU0178,ECE_OE507_Antenna,,5,0.0,0,1,train
STU0316,CE_OE708_ClimateAdapt,B+,7,0.7,1,0,test
STU0362,ME_OE608_CryoEng,,6,0.0,0,1,val
STU0188,ME_OE606_BioMech,,6,0.0,0,1,val
STU0183,CE_OE504_Geotechnical,,5,0.0,0,1,train
STU0237,CE_OE506_WaterResources,,5,0.0,0,1,train
STU0237,CE_OE708_ClimateAdapt,,7,0.0,0,1,test
STU0085,ME_OE608_CryoEng,,6,0.0,0,1,val
STU0110,ME_OE507_Tribology,,5,0.0,0,1,train
STU0449,ME_OE501_Robotics,,5,0.0,0,1,train
STU0336,ME_OE607_Acoustics,,6,0.0,0,1,val
STU0292,ME_OE606_BioMech,,6,0.0,0,1,val
STU0248,EEE_OE502_ElecDrives,,5,0.0,0,1,train
STU0291,ECE_OE606_RadarSys,,6,0.0,0,1,val
STU0322,CE_OE608_HydroEng,,6,0.0,0,1,val
STU0490,ECE_OE701_AutomotiveElec,,7,0.0,0,1,test
STU0349,ME_OE504_FluidMech,,5,0.0,0,1,train
STU0115,ME_OE607_Acoustics,,6,0.0,0,1,val
STU0333,ECE_OE702_MedElec,,7,0.0,0,1,test
STU0139,CE_OE705_TunnelEng,,7,0.0,0,1,test
STU0256,ME_OE504_FluidMech,,5,0.0,0,1,train
STU0374,CE_OE602_RemoteSensing,,6,0.0,0,1,val
STU0418,ECE_OE601_5G_Wireless,,6,0.0,0,1,val
STU0160,CE_OE501_GIS,,5,0.0,0,1,train
STU0308,ECE_OE508_OpticalComm,,5,0.0,0,1,train
STU0396,EEE_OE604_Microgrids,A+,6,0.9,1,0,val
STU0155,CSE_OE701_AutonomousSys,,7,0.0,0,1,test
STU0324,CSE_OE603_DevOps,,6,0.0,0,1,val
STU0469,CSE_OE603_DevOps,,6,0.0,0,1,val
STU0487,ECE_OE501_VLSI,,5,0.0,0,1,train
STU0051,CE_OE604_SustainableConst,A+,6,0.9,1,0,val
STU0306,CE_OE508_BuildingInfo,A,5,0.8,1,0,train
STU0436,ECE_OE501_VLSI,O,5,1.0,1,0,train
STU0172,ME_OE503_ThermalEng,,5,0.0,0,1,train
STU0323,ECE_OE606_RadarSys,,6,0.0,0,1,val
STU0424,ME_OE506_3DPrinting,,5,0.0,0,1,train
STU0287,ECE_OE605_MEMS,,6,0.0,0,1,val
STU0467,EEE_OE508_EnergyStor,A+,5,0.9,1,0,train
STU0062,CSE_OE504_WebDev,A+,5,0.9,1,0,train
STU0128,CSE_OE504_WebDev,,5,0.0,0,1,train
STU0266,EEE_OE602_FuelCells,,6,0.0,0,1,val
STU0323,ME_OE608_CryoEng,,6,0.0,0,1,val
STU0158,ECE_OE504_SignalProc,B,5,0.6,1,0,train
STU0323,EEE_OE605_PowerQuality,O,6,1.0,1,0,val
STU0070,EEE_OE707_TidalEnergy,B+,7,0.7,1,0,test
STU0039,CE_OE604_SustainableConst,,6,0.0,0,1,val
STU0299,EEE_OE706_Superconductors,A+,7,0.9,1,0,test
STU0349,EEE_OE505_HighVoltage,,5,0.0,0,1,train
STU0064,EEE_OE605_PowerQuality,,6,0.0,0,1,val
STU0257,EEE_OE505_HighVoltage,,5,0.0,0,1,train
STU0023,CE_OE708_ClimateAdapt,,7,0.0,0,1,test
STU0189,EEE_OE606_NuclearPower,,6,0.0,0,1,val
STU0404,CSE_OE508_NLP,O,5,1.0,1,0,train
STU0204,ME_OE505_Composite,,5,0.0,0,1,train
STU0235,CE_OE704_ConstructionMgmt,,7,0.0,0,1,test
STU0474,CE_OE506_WaterResources,,5,0.0,0,1,train
STU0380,CE_OE604_SustainableConst,,6,0.0,0,1,val
STU0481,ECE_OE704_SpaceElec,,7,0.0,0,1,test
STU0281,CSE_OE606_Quantum,,6,0.0,0,1,val
STU0175,EEE_OE601_HVDC,,6,0.0,0,1,val
STU0251,ECE_OE704_SpaceElec,,7,0.0,0,1,test
STU0193,CE_OE507_SoilMech,,5,0.0,0,1,train
STU0098,ECE_OE604_Photonics,A,6,0.8,1,0,val
STU0194,CSE_OE504_WebDev,,5,0.0,0,1,train
STU0319,ECE_OE701_AutomotiveElec,,7,0.0,0,1,test
STU0128,ECE_OE503_IoTHardware,,5,0.0,0,1,train
STU0116,ECE_OE507_Antenna,,5,0.0,0,1,train
STU0091,ME_OE708_AdvancedRobotics,B,7,0.6,1,0,test
STU0046,ECE_OE504_SignalProc,,5,0.0,0,1,train
STU0273,ME_OE501_Robotics,,5,0.0,0,1,train
STU0281,ME_OE506_3DPrinting,,5,0.0,0,1,train
STU0088,CSE_OE605_AR_VR,,6,0.0,0,1,val
STU0301,ME_OE506_3DPrinting,,5,0.0,0,1,train
STU0363,ECE_OE507_Antenna,A+,5,0.9,1,0,train
STU0308,EEE_OE706_Superconductors,,7,0.0,0,1,test
STU0109,EEE_OE503_RenewableEE,,5,0.0,0,1,train
STU0460,ME_OE606_BioMech,,6,0.0,0,1,val
STU0322,ME_OE607_Acoustics,,6,0.0,0,1,val
STU0076,ECE_OE603_PowerElec,,6,0.0,0,1,val
STU0348,ECE_OE506_PCBDesign,,5,0.0,0,1,train
STU0293,CSE_OE604_GameDev,,6,0.0,0,1,val
STU0296,ECE_OE507_Antenna,,5,0.0,0,1,train
STU0477,ME_OE608_CryoEng,,6,0.0,0,1,val
STU0331,CSE_OE601_ComputerVision,,6,0.0,0,1,val
STU0407,CE_OE607_BridgeDesign,,6,0.0,0,1,val
STU0170,CSE_OE605_AR_VR,,6,0.0,0,1,val
STU0205,ECE_OE608_SensorNet,B,6,0.6,1,0,val
STU0438,EEE_OE501_PowerSys,,5,0.0,0,1,train
STU0152,EEE_OE601_HVDC,,6,0.0,0,1,val
STU0122,EEE_OE705_GridCyber,,7,0.0,0,1,test
STU0312,EEE_OE707_TidalEnergy,,7,0.0,0,1,test
STU0385,ME_OE507_Tribology,,5,0.0,0,1,train
STU0021,CSE_OE703_FinTech,,7,0.0,0,1,test
STU0439,ME_OE701_IndustrialAuto,,7,0.0,0,1,test
STU0067,ME_OE608_CryoEng,,6,0.0,0,1,val
STU0346,ME_OE506_3DPrinting,,5,0.0,0,1,train
STU0299,EEE_OE704_BatteryTech,,7,0.0,0,1,test
STU0055,ME_OE604_Mechatronics,,6,0.0,0,1,val
STU0449,ME_OE507_Tribology,B+,5,0.7,1,0,train
STU0480,CE_OE604_SustainableConst,,6,0.0,0,1,val
STU0460,CE_OE703_GreenBuilding,,7,0.0,0,1,test
STU0384,CSE_OE706_AIEthics,,7,0.0,0,1,test
STU0318,ECE_OE601_5G_Wireless,F,6,0.0,0,0,val
STU0444,ME_OE502_CAD_CAM,,5,0.0,0,1,train
STU0001,ME_OE602_Aerospace,,6,0.0,0,1,val
STU0118,ECE_OE507_Antenna,,5,0.0,0,1,train
STU0497,ECE_OE602_RFDesign,,6,0.0,0,1,val
STU0460,ME_OE508_NanoMfg,,5,0.0,0,1,train
STU0374,EEE_OE703_WindEnergy,B+,7,0.7,1,0,test
STU0362,CE_OE708_ClimateAdapt,,7,0.0,0,1,test
STU0184,ECE_OE608_SensorNet,,6,0.0,0,1,val
STU0467,CSE_OE501_ML,,5,0.0,0,1,train
STU0476,EEE_OE503_RenewableEE,,5,0.0,0,1,train
STU0099,CE_OE708_ClimateAdapt,,7,0.0,0,1,test
STU0139,ME_OE704_SpaceProp,A,7,0.8,1,0,test
STU0438,ME_OE506_3DPrinting,,5,0.0,0,1,train
STU0189,CSE_OE504_WebDev,A,5,0.8,1,0,train
STU0409,ME_OE503_ThermalEng,B+,5,0.7,1,0,train
STU0048,ECE_OE602_RFDesign,B+,6,0.7,1,0,val
STU0497,ECE_OE704_SpaceElec,A,7,0.8,1,0,test
STU0231,ME_OE507_Tribology,,5,0.0,0,1,train
STU0114,ME_OE604_Mechatronics,,6,0.0,0,1,val
STU0043,CSE_OE505_Cybersecurity,,5,0.0,0,1,train
STU0399,CSE_OE504_WebDev,B+,5,0.7,1,0,train
STU0262,ME_OE702_SmartMfg,,7,0.0,0,1,test
STU0426,ECE_OE608_SensorNet,,6,0.0,0,1,val
STU0022,CSE_OE606_Quantum,,6,0.0,0,1,val
STU0166,ECE_OE702_MedElec,C,7,0.5,0,0,test
STU0431,ECE_OE506_PCBDesign,,5,0.0,0,1,train
STU0486,CE_OE705_TunnelEng,,7,0.0,0,1,test
STU0373,ECE_OE504_SignalProc,,5,0.0,0,1,train
STU0241,ECE_OE607_NanoElec,B,6,0.6,1,0,val
STU0419,ECE_OE702_MedElec,,7,0.0,0,1,test
STU0462,ECE_OE602_RFDesign,,6,0.0,0,1,val
STU0499,ME_OE707_SustainableMfg,A,7,0.8,1,0,test
STU0394,CE_OE708_ClimateAdapt,,7,0.0,0,1,test
STU0002,CSE_OE708_5GNetworks,,7,0.0,0,1,test
STU0416,CSE_OE601_ComputerVision,,6,0.0,0,1,val
STU0405,CE_OE503_StructAnalysis,,5,0.0,0,1,train
STU0160,CE_OE508_BuildingInfo,,5,0.0,0,1,train
STU0371,CE_OE508_BuildingInfo,,5,0.0,0,1,train
STU0464,ME_OE706_Nanotech,,7,0.0,0,1,test
STU0037,CE_OE503_StructAnalysis,B+,5,0.7,1,0,train
STU0022,ME_OE503_ThermalEng,,5,0.0,0,1,train
STU0313,CE_OE604_SustainableConst,,6,0.0,0,1,val
STU0451,EEE_OE602_FuelCells,B+,6,0.7,1,0,val
STU0228,CE_OE607_BridgeDesign,,6,0.0,0,1,val
STU0221,CSE_OE707_DigitalTwin,,7,0.0,0,1,test
STU0132,ECE_OE604_Photonics,,6,0.0,0,1,val
STU0040,CSE_OE603_DevOps,,6,0.0,0,1,val
STU0113,CSE_OE504_WebDev,C,5,0.5,0,0,train
STU0314,CSE_OE707_DigitalTwin,,7,0.0,0,1,test
STU0385,ME_OE706_Nanotech,,7,0.0,0,1,test
STU0467,CSE_OE704_HCI,,7,0.0,0,1,test
STU0293,EEE_OE703_WindEnergy,,7,0.0,0,1,test
STU0242,EEE_OE604_Microgrids,A,6,0.8,1,0,val
STU0256,ECE_OE508_OpticalComm,A,5,0.8,1,0,train
STU0210,CE_OE602_RemoteSensing,,6,0.0,0,1,val
STU0230,CE_OE502_SmartCity,,5,0.0,0,1,train
STU0387,EEE_OE608_WirelessEE,,6,0.0,0,1,val
STU0103,CE_OE605_CoastalEng,O,6,1.0,1,0,val
STU0427,CE_OE507_SoilMech,A+,5,0.9,1,0,train
STU0163,ECE_OE604_Photonics,,6,0.0,0,1,val
STU0335,CSE_OE706_AIEthics,,7,0.0,0,1,test
STU0362,ECE_OE604_Photonics,,6,0.0,0,1,val
STU0496,ME_OE502_CAD_CAM,,5,0.0,0,1,train
STU0456,CSE_OE708_5GNetworks,,7,0.0,0,1,test
STU0025,ECE_OE501_VLSI,,5,0.0,0,1,train
STU0231,EEE_OE605_PowerQuality,,6,0.0,0,1,val
STU0144,EEE_OE607_DistribGen,,6,0.0,0,1,val
STU0315,CE_OE505_TransportEng,,5,0.0,0,1,train
STU0047,CE_OE503_StructAnalysis,,5,0.0,0,1,train
STU0342,EEE_OE508_EnergyStor,,5,0.0,0,1,train
STU0150,EEE_OE507_ElecMachines,,5,0.0,0,1,train
STU0024,CE_OE705_TunnelEng,B+,7,0.7,1,0,test
STU0112,CE_OE605_CoastalEng,,6,0.0,0,1,val
STU0272,ECE_OE502_EmbeddedSys,,5,0.0,0,1,train
STU0180,EEE_OE502_ElecDrives,,5,0.0,0,1,train
