student_id,branch,semester,actual_oe,actual_rank,total_candidates,actual_score,predicted_score,hit@5,hit@10,ndcg@10,top5_oes
STU0034,CSE,7,ME_OE701_IndustrialAuto,31,32,0.6,0.1244,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | EEE_OE702_SolarFarm | ME_OE708_AdvancedRobotics | EEE_OE708_SpacePower
STU0097,ECE,7,EEE_OE701_EnergyAudit,25,32,1.0,0.1169,0,0,0.0,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | EEE_OE702_SolarFarm
STU0124,EEE,7,CE_OE708_ClimateAdapt,23,32,0.7,0.1281,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0304,ME,7,CE_OE702_DisasterMgmt,26,32,0.8,0.134,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | ECE_OE701_AutomotiveElec
STU0041,EEE,7,ECE_OE702_MedElec,29,32,1.0,0.1318,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0160,ME,7,CSE_OE706_AIEthics,19,32,0.8,0.1478,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | ECE_OE701_AutomotiveElec
STU0098,EEE,7,CE_OE706_SeismicDesign,24,32,0.7,0.1305,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0460,CSE,7,ECE_OE704_SpaceElec,18,32,0.7,0.1401,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes
STU0020,ECE,7,EEE_OE702_SolarFarm,5,32,0.0,0.1564,1,1,0.3869,CSE_OE703_FinTech | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm
STU0466,ECE,7,CE_OE703_GreenBuilding,16,32,1.0,0.1386,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | ME_OE708_AdvancedRobotics
STU0148,CE,7,ECE_OE706_WirelessPower,20,32,0.0,0.1395,0,0,0.0,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm
STU0265,ME,7,CE_OE706_SeismicDesign,22,32,1.0,0.1689,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | EEE_OE708_SpacePower
STU0177,CSE,7,ECE_OE704_SpaceElec,18,32,0.8,0.1465,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes
STU0237,ECE,7,CSE_OE707_DigitalTwin,21,32,1.0,0.1207,0,0,0.0,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0478,CE,7,CSE_OE704_HCI,12,32,0.5,0.1535,0,0,0.0,ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | CSE_OE703_FinTech | EEE_OE708_SpacePower | ME_OE705_TurbineDes
STU0309,CE,7,ME_OE707_SustainableMfg,8,32,0.7,0.1479,0,1,0.3155,EEE_OE702_SolarFarm | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | EEE_OE708_SpacePower | ME_OE705_TurbineDes
STU0337,ECE,7,ME_OE703_HydrogenEnergy,15,32,1.0,0.13,0,0,0.0,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | EEE_OE702_SolarFarm
STU0178,CE,7,EEE_OE708_SpacePower,5,32,0.8,0.1505,1,1,0.3869,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes | EEE_OE708_SpacePower
STU0015,EEE,7,ECE_OE701_AutomotiveElec,6,32,0.6,0.1571,0,1,0.3562,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0009,CE,7,EEE_OE704_BatteryTech,29,32,0.5,0.1473,0,0,0.0,CSE_OE703_FinTech | EEE_OE702_SolarFarm | EEE_OE708_SpacePower | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0485,ME,7,ECE_OE707_Terahertz,32,32,0.5,0.1398,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | EEE_OE708_SpacePower
STU0076,ME,7,EEE_OE705_GridCyber,10,32,0.8,0.1548,0,1,0.2891,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | EEE_OE708_SpacePower
STU0214,CE,7,EEE_OE707_TidalEnergy,13,32,0.5,0.1377,0,0,0.0,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes | EEE_OE708_SpacePower
STU0326,ME,7,CE_OE703_GreenBuilding,15,32,0.7,0.143,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | EEE_OE708_SpacePower
STU0270,ME,7,CE_OE703_GreenBuilding,15,32,1.0,0.1603,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | EEE_OE708_SpacePower
STU0086,CE,7,CSE_OE702_DataPrivacy,11,32,0.9,0.1491,0,0,0.0,CSE_OE703_FinTech | EEE_OE702_SolarFarm | ME_OE708_AdvancedRobotics | EEE_OE708_SpacePower | ME_OE705_TurbineDes
STU0298,CSE,7,ME_OE703_HydrogenEnergy,17,32,0.8,0.1406,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes
STU0010,ECE,7,CE_OE707_WasteManagement,2,32,0.7,0.1565,1,1,0.6309,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm
STU0050,CE,7,EEE_OE708_SpacePower,5,32,0.8,0.1609,1,1,0.3869,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes | EEE_OE708_SpacePower
STU0412,EEE,7,ME_OE708_AdvancedRobotics,4,32,0.8,0.1545,1,1,0.4307,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0151,ECE,7,CSE_OE704_HCI,14,32,0.7,0.1315,0,0,0.0,CSE_OE703_FinTech | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0221,ME,7,CSE_OE706_AIEthics,19,32,1.0,0.1525,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | ECE_OE701_AutomotiveElec
STU0141,ME,7,ECE_OE701_AutomotiveElec,6,32,0.6,0.1448,0,1,0.3562,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | EEE_OE708_SpacePower
STU0407,ECE,7,CSE_OE704_HCI,14,32,0.8,0.1375,0,0,0.0,CSE_OE703_FinTech | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0294,CE,7,EEE_OE705_GridCyber,11,32,0.6,0.1404,0,0,0.0,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes | EEE_OE708_SpacePower
STU0418,EEE,7,CSE_OE703_FinTech,3,32,0.7,0.1537,1,1,0.5,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0437,ME,7,EEE_OE702_SolarFarm,4,32,0.8,0.1646,1,1,0.4307,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | EEE_OE708_SpacePower
STU0358,CE,7,ME_OE702_SmartMfg,15,32,0.7,0.1398,0,0,0.0,CSE_OE703_FinTech | EEE_OE702_SolarFarm | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes | EEE_OE708_SpacePower
STU0447,CE,7,ME_OE705_TurbineDes,4,32,0.8,0.1485,1,1,0.4307,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes | EEE_OE708_SpacePower
STU0423,CE,7,EEE_OE706_Superconductors,28,32,0.6,0.1217,0,0,0.0,CSE_OE703_FinTech | EEE_OE702_SolarFarm | ME_OE708_AdvancedRobotics | EEE_OE708_SpacePower | ME_OE705_TurbineDes
STU0226,CSE,7,ECE_OE701_AutomotiveElec,7,32,0.8,0.1596,0,1,0.3333,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes
STU0202,CE,7,ME_OE701_IndustrialAuto,31,32,0.9,0.1126,0,0,0.0,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes | EEE_OE708_SpacePower
STU0195,CSE,7,CE_OE705_TunnelEng,13,32,0.8,0.147,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes
STU0115,CE,7,ECE_OE703_SatelliteComm,7,32,0.8,0.1559,0,1,0.3333,CSE_OE703_FinTech | EEE_OE702_SolarFarm | ME_OE708_AdvancedRobotics | EEE_OE708_SpacePower | ME_OE705_TurbineDes
STU0316,EEE,7,CE_OE708_ClimateAdapt,23,32,0.7,0.1287,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0070,CSE,7,EEE_OE707_TidalEnergy,13,32,0.7,0.1489,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes
STU0299,CSE,7,EEE_OE706_Superconductors,28,32,0.9,0.1097,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes
STU0091,CSE,7,ME_OE708_AdvancedRobotics,4,32,0.6,0.172,1,1,0.4307,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | EEE_OE702_SolarFarm | ME_OE708_AdvancedRobotics | EEE_OE708_SpacePower
STU0374,ME,7,EEE_OE703_WindEnergy,29,32,0.7,0.1242,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | EEE_OE708_SpacePower
STU0139,EEE,7,ME_OE704_SpaceProp,32,32,0.8,0.1143,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0497,CE,7,ECE_OE704_SpaceElec,16,32,0.8,0.1391,0,0,0.0,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes | EEE_OE708_SpacePower
STU0166,CE,7,ECE_OE702_MedElec,26,32,0.5,0.1266,0,0,0.0,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes | EEE_OE708_SpacePower
STU0499,ECE,7,ME_OE707_SustainableMfg,8,32,0.8,0.1443,0,1,0.3155,CSE_OE703_FinTech | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm
STU0024,EEE,7,CE_OE705_TunnelEng,16,32,0.7,0.1548,0,0,0.0,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE705_TurbineDes
STU0283,CE,7,EEE_OE702_SolarFarm,5,32,0.6,0.1561,1,1,0.3869,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | EEE_OE702_SolarFarm
STU0016,EEE,7,ME_OE708_AdvancedRobotics,4,32,0.8,0.1535,1,1,0.4307,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0149,CE,7,EEE_OE705_GridCyber,11,32,0.6,0.1413,0,0,0.0,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes | EEE_OE708_SpacePower
STU0371,CSE,7,ME_OE701_IndustrialAuto,31,32,1.0,0.116,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes
STU0259,CE,7,ECE_OE703_SatelliteComm,10,32,0.6,0.178,0,1,0.2891,CSE_OE703_FinTech | EEE_OE702_SolarFarm | EEE_OE708_SpacePower | ME_OE708_AdvancedRobotics | CSE_OE701_AutonomousSys
STU0162,ME,7,ECE_OE701_AutomotiveElec,6,32,0.7,0.1591,0,1,0.3562,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | EEE_OE708_SpacePower
STU0261,ME,7,CSE_OE705_SoftwareArch,25,32,1.0,0.136,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | ECE_OE701_AutomotiveElec
STU0365,ECE,7,CSE_OE701_AutonomousSys,10,32,0.8,0.1456,0,1,0.2891,CSE_OE703_FinTech | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm
STU0351,CSE,7,CE_OE705_TunnelEng,12,32,0.6,0.1454,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes
STU0315,EEE,7,CE_OE701_SmartInfra,10,32,0.9,0.139,0,1,0.2891,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0440,CSE,7,ECE_OE707_Terahertz,32,32,0.7,0.14,0,0,0.0,EEE_OE702_SolarFarm | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes | EEE_OE708_SpacePower | CE_OE704_ConstructionMgmt
STU0260,CSE,7,EEE_OE703_WindEnergy,27,32,0.5,0.1212,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes
STU0218,ME,7,CSE_OE707_DigitalTwin,24,32,0.9,0.1354,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | EEE_OE708_SpacePower
STU0483,ECE,7,ME_OE704_SpaceProp,32,32,0.8,0.1074,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm
STU0096,EEE,7,ECE_OE706_WirelessPower,22,32,0.6,0.127,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0038,CSE,7,EEE_OE705_GridCyber,10,32,1.0,0.151,0,1,0.2891,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes
STU0117,ME,7,CE_OE705_TunnelEng,9,32,0.9,0.151,0,1,0.301,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | EEE_OE708_SpacePower
STU0068,EEE,7,ECE_OE706_WirelessPower,22,32,0.5,0.1257,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0268,CE,7,ECE_OE705_FPGA,15,32,0.0,0.1342,0,0,0.0,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes | EEE_OE702_SolarFarm | ECE_OE701_AutomotiveElec
STU0286,CSE,7,EEE_OE705_GridCyber,10,32,0.7,0.1573,0,1,0.2891,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes
STU0244,ECE,7,CSE_OE706_AIEthics,18,32,0.0,0.1276,0,0,0.0,CSE_OE703_FinTech | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0143,EEE,7,CE_OE707_WasteManagement,2,32,0.5,0.1523,1,1,0.6309,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0431,CSE,7,ECE_OE706_WirelessPower,19,32,0.7,0.1313,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes
STU0031,EEE,7,CSE_OE708_5GNetworks,18,32,0.8,0.1414,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0334,CE,7,ME_OE707_SustainableMfg,9,32,0.6,0.1458,0,1,0.301,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes | ECE_OE701_AutomotiveElec
STU0199,CSE,7,CE_OE705_TunnelEng,13,32,0.9,0.1334,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes
STU0029,CE,7,ME_OE703_HydrogenEnergy,19,32,0.8,0.139,0,0,0.0,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes | ECE_OE701_AutomotiveElec
STU0189,ME,7,EEE_OE701_EnergyAudit,20,32,0.7,0.1413,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | ECE_OE701_AutomotiveElec
STU0445,ME,7,CSE_OE708_5GNetworks,18,32,0.8,0.1425,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | ECE_OE701_AutomotiveElec
STU0215,CE,7,CSE_OE701_AutonomousSys,12,32,0.6,0.1414,0,0,0.0,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes | EEE_OE702_SolarFarm | ECE_OE701_AutomotiveElec
STU0045,EEE,7,ECE_OE701_AutomotiveElec,6,32,0.9,0.1523,0,1,0.3562,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0021,ME,7,ECE_OE708_QuantumComm,27,32,0.7,0.1382,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | EEE_OE708_SpacePower
STU0404,EEE,7,ME_OE706_Nanotech,28,32,0.7,0.1204,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0201,CSE,7,ME_OE707_SustainableMfg,9,32,0.9,0.1524,0,1,0.301,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes
STU0396,ECE,7,ME_OE708_AdvancedRobotics,4,32,0.7,0.1548,1,1,0.4307,CSE_OE703_FinTech | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm
STU0454,CSE,7,ME_OE707_SustainableMfg,9,32,0.7,0.1674,0,1,0.301,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes
STU0446,EEE,7,ME_OE704_SpaceProp,32,32,0.5,0.1184,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0023,ECE,7,CSE_OE708_5GNetworks,20,32,0.8,0.1286,0,0,0.0,CSE_OE703_FinTech | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0206,ME,7,EEE_OE708_SpacePower,8,32,0.6,0.1665,0,1,0.3155,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm
STU0491,CE,7,EEE_OE702_SolarFarm,3,32,0.9,0.1491,1,1,0.5,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes | EEE_OE708_SpacePower
STU0424,EEE,7,ECE_OE705_FPGA,15,32,0.0,0.1417,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0386,CE,7,EEE_OE703_WindEnergy,27,32,0.5,0.1192,0,0,0.0,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes | EEE_OE708_SpacePower
STU0223,ECE,7,CE_OE704_ConstructionMgmt,4,32,1.0,0.1538,1,1,0.4307,CSE_OE703_FinTech | EEE_OE702_SolarFarm | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0073,ECE,7,CE_OE708_ClimateAdapt,24,32,0.6,0.1211,0,0,0.0,CSE_OE703_FinTech | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0472,EEE,7,ME_OE705_TurbineDes,5,32,0.8,0.1627,1,1,0.3869,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0242,ME,7,ECE_OE704_SpaceElec,18,32,0.5,0.1507,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | EEE_OE708_SpacePower
STU0296,CE,7,CSE_OE702_DataPrivacy,11,32,0.7,0.1486,0,0,0.0,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | EEE_OE708_SpacePower | ME_OE705_TurbineDes
STU0297,EEE,7,ECE_OE703_SatelliteComm,7,32,0.6,0.1509,0,1,0.3333,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
STU0130,CE,7,ME_OE705_TurbineDes,4,32,0.7,0.1508,1,1,0.4307,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes | EEE_OE708_SpacePower
STU0253,ECE,7,CE_OE705_TunnelEng,14,32,0.8,0.16,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm
STU0123,ME,7,CE_OE706_SeismicDesign,24,32,0.9,0.1351,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | EEE_OE708_SpacePower
STU0384,ECE,7,CSE_OE705_SoftwareArch,23,32,1.0,0.1234,0,0,0.0,CSE_OE703_FinTech | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE705_TurbineDes
STU0064,ME,7,ECE_OE705_FPGA,16,32,0.5,0.1466,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | ECE_OE701_AutomotiveElec
STU0051,ME,7,EEE_OE707_TidalEnergy,13,32,0.6,0.1481,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | EEE_OE708_SpacePower
STU0071,CSE,7,ECE_OE707_Terahertz,29,32,0.9,0.1164,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes
STU0102,CSE,7,ME_OE706_Nanotech,23,32,0.8,0.132,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm | ME_OE705_TurbineDes
STU0128,ME,7,CE_OE706_SeismicDesign,23,32,0.8,0.1309,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | EEE_OE702_SolarFarm | EEE_OE708_SpacePower
STU0450,CE,7,ECE_OE704_SpaceElec,15,32,0.7,0.1558,0,0,0.0,EEE_OE702_SolarFarm | ME_OE708_AdvancedRobotics | CSE_OE703_FinTech | EEE_OE708_SpacePower | ME_OE705_TurbineDes
STU0227,ECE,7,EEE_OE708_SpacePower,7,32,0.6,0.153,0,1,0.3333,CSE_OE703_FinTech | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | EEE_OE702_SolarFarm
STU0093,ECE,7,CE_OE705_TunnelEng,16,32,0.8,0.1372,0,0,0.0,CSE_OE703_FinTech | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE708_AdvancedRobotics | ME_OE705_TurbineDes
