student_id,branch,semester,actual_oe,actual_rank,total_candidates,actual_score,predicted_score,hit@5,hit@10,ndcg@10,top5_oes
STU0034,CSE,7,ME_OE701_IndustrialAuto,31,32,0.6,0.1933,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0176,CE,7,EEE_OE703_WindEnergy,28,32,0.6,0.1862,0,0,0.0,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0097,ECE,7,EEE_OE701_EnergyAudit,26,32,1.0,0.2061,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CE_OE708_ClimateAdapt | CSE_OE703_FinTech
STU0124,EEE,7,CE_OE708_ClimateAdapt,10,32,0.7,0.2361,0,1,0.2891,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm
STU0304,ME,7,CE_OE702_DisasterMgmt,25,32,0.8,0.1954,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0041,EEE,7,ECE_OE702_MedElec,24,32,1.0,0.2327,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CSE_OE703_FinTech | ECE_OE701_AutomotiveElec
STU0160,ME,7,CSE_OE706_AIEthics,21,32,0.8,0.1838,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0098,EEE,7,CE_OE706_SeismicDesign,16,32,0.7,0.228,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm
STU0460,CSE,7,ECE_OE704_SpaceElec,9,32,0.7,0.244,0,1,0.301,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0020,ECE,7,EEE_OE702_SolarFarm,17,32,0.0,0.2191,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CE_OE708_ClimateAdapt | CSE_OE703_FinTech
STU0466,ECE,7,CE_OE703_GreenBuilding,10,32,1.0,0.2279,0,1,0.2891,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CSE_OE703_FinTech | CSE_OE702_DataPrivacy
STU0148,CE,7,ECE_OE706_WirelessPower,10,32,0.0,0.1902,0,1,0.2891,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0265,ME,7,CE_OE706_SeismicDesign,19,32,1.0,0.2194,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0177,CSE,7,ECE_OE704_SpaceElec,8,32,0.8,0.2173,0,1,0.3155,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0237,ECE,7,CSE_OE707_DigitalTwin,20,32,1.0,0.2133,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CE_OE708_ClimateAdapt | CSE_OE703_FinTech
STU0478,CE,7,CSE_OE704_HCI,15,32,0.5,0.2419,0,0,0.0,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0309,CE,7,ME_OE707_SustainableMfg,6,32,0.7,0.2484,0,1,0.3562,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0337,ECE,7,ME_OE703_HydrogenEnergy,24,32,1.0,0.2146,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CE_OE708_ClimateAdapt | CSE_OE703_FinTech
STU0178,CE,7,EEE_OE708_SpacePower,9,32,0.8,0.239,0,1,0.301,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0015,EEE,7,ECE_OE701_AutomotiveElec,5,32,0.6,0.218,1,1,0.3869,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CSE_OE703_FinTech | ECE_OE701_AutomotiveElec
STU0009,CE,7,EEE_OE704_BatteryTech,30,32,0.5,0.1723,0,0,0.0,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | ECE_OE704_SpaceElec
STU0485,ME,7,ECE_OE707_Terahertz,27,32,0.5,0.1795,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0076,ME,7,EEE_OE705_GridCyber,9,32,0.8,0.2108,0,1,0.301,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0214,CE,7,EEE_OE707_TidalEnergy,8,32,0.5,0.211,0,1,0.3155,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0326,ME,7,CE_OE703_GreenBuilding,17,32,0.7,0.2222,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0270,ME,7,CE_OE703_GreenBuilding,18,32,1.0,0.2233,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0086,CE,7,CSE_OE702_DataPrivacy,4,32,0.9,0.2204,1,1,0.4307,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0298,CSE,7,ME_OE703_HydrogenEnergy,26,32,0.8,0.1856,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0010,ECE,7,CE_OE707_WasteManagement,2,32,0.7,0.2209,1,1,0.6309,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CE_OE708_ClimateAdapt | CSE_OE703_FinTech
STU0050,CE,7,EEE_OE708_SpacePower,11,32,0.8,0.1822,0,0,0.0,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0412,EEE,7,ME_OE708_AdvancedRobotics,20,32,0.8,0.2101,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CSE_OE703_FinTech | ECE_OE701_AutomotiveElec
STU0151,ECE,7,CSE_OE704_HCI,21,32,0.7,0.1881,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CSE_OE703_FinTech | CE_OE708_ClimateAdapt
STU0221,ME,7,CSE_OE706_AIEthics,21,32,1.0,0.1832,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0141,ME,7,ECE_OE701_AutomotiveElec,3,32,0.6,0.2545,1,1,0.5,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech
STU0407,ECE,7,CSE_OE704_HCI,21,32,0.8,0.1957,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CE_OE708_ClimateAdapt | CSE_OE703_FinTech
STU0294,CE,7,EEE_OE705_GridCyber,13,32,0.6,0.2289,0,0,0.0,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0418,EEE,7,CSE_OE703_FinTech,4,32,0.7,0.255,1,1,0.4307,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CSE_OE703_FinTech | ECE_OE701_AutomotiveElec
STU0437,ME,7,EEE_OE702_SolarFarm,16,32,0.8,0.197,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0358,CE,7,ME_OE702_SmartMfg,21,32,0.7,0.2172,0,0,0.0,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0447,CE,7,ME_OE705_TurbineDes,9,32,0.8,0.226,0,1,0.301,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0423,CE,7,EEE_OE706_Superconductors,29,32,0.6,0.185,0,0,0.0,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0226,CSE,7,ECE_OE701_AutomotiveElec,3,32,0.8,0.2343,1,1,0.5,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0202,CE,7,ME_OE701_IndustrialAuto,31,32,0.9,0.1755,0,0,0.0,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0195,CSE,7,CE_OE705_TunnelEng,6,32,0.8,0.2199,0,1,0.3562,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0115,CE,7,ECE_OE703_SatelliteComm,2,32,0.8,0.2652,1,1,0.6309,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0316,EEE,7,CE_OE708_ClimateAdapt,9,32,0.7,0.2302,0,1,0.301,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm
STU0070,CSE,7,EEE_OE707_TidalEnergy,10,32,0.7,0.2195,0,1,0.2891,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0299,CSE,7,EEE_OE706_Superconductors,29,32,0.9,0.1795,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0091,CSE,7,ME_OE708_AdvancedRobotics,17,32,0.6,0.2357,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0374,ME,7,EEE_OE703_WindEnergy,30,32,0.7,0.1873,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0139,EEE,7,ME_OE704_SpaceProp,32,32,0.8,0.1869,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm
STU0497,CE,7,ECE_OE704_SpaceElec,6,32,0.8,0.2324,0,1,0.3562,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0166,CE,7,ECE_OE702_MedElec,19,32,0.5,0.2201,0,0,0.0,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0499,ECE,7,ME_OE707_SustainableMfg,9,32,0.8,0.2298,0,1,0.301,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CSE_OE703_FinTech | CE_OE708_ClimateAdapt
STU0024,EEE,7,CE_OE705_TunnelEng,8,32,0.7,0.259,0,1,0.3155,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CSE_OE703_FinTech | ECE_OE701_AutomotiveElec
STU0283,CE,7,EEE_OE702_SolarFarm,13,32,0.6,0.1726,0,0,0.0,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0016,EEE,7,ME_OE708_AdvancedRobotics,13,32,0.8,0.2417,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm
STU0149,CE,7,EEE_OE705_GridCyber,11,32,0.6,0.2105,0,0,0.0,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0371,CSE,7,ME_OE701_IndustrialAuto,31,32,1.0,0.169,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm
STU0259,CE,7,ECE_OE703_SatelliteComm,2,32,0.6,0.2083,1,1,0.6309,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | ECE_OE704_SpaceElec
STU0162,ME,7,ECE_OE701_AutomotiveElec,3,32,0.7,0.2521,1,1,0.5,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0261,ME,7,CSE_OE705_SoftwareArch,23,32,1.0,0.1947,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0365,ECE,7,CSE_OE701_AutonomousSys,7,32,0.8,0.2233,0,1,0.3333,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CSE_OE703_FinTech | CSE_OE702_DataPrivacy
STU0351,CSE,7,CE_OE705_TunnelEng,6,32,0.6,0.2453,0,1,0.3562,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0315,EEE,7,CE_OE701_SmartInfra,3,32,0.9,0.2266,1,1,0.5,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CSE_OE703_FinTech | ECE_OE701_AutomotiveElec
STU0440,CSE,7,ECE_OE707_Terahertz,23,32,0.7,0.2236,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0260,CSE,7,EEE_OE703_WindEnergy,28,32,0.5,0.1884,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0218,ME,7,CSE_OE707_DigitalTwin,23,32,0.9,0.2031,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0483,ECE,7,ME_OE704_SpaceProp,32,32,0.8,0.1788,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CSE_OE703_FinTech | CSE_OE702_DataPrivacy
STU0096,EEE,7,ECE_OE706_WirelessPower,19,32,0.6,0.2454,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CSE_OE703_FinTech | ECE_OE701_AutomotiveElec
STU0038,CSE,7,EEE_OE705_GridCyber,10,32,1.0,0.1944,0,1,0.2891,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0117,ME,7,CE_OE705_TunnelEng,13,32,0.9,0.2274,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0068,EEE,7,ECE_OE706_WirelessPower,17,32,0.5,0.2454,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CSE_OE703_FinTech | ECE_OE701_AutomotiveElec
STU0268,CE,7,ECE_OE705_FPGA,18,32,0.0,0.1894,0,0,0.0,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0286,CSE,7,EEE_OE705_GridCyber,10,32,0.7,0.213,0,1,0.2891,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0244,ECE,7,CSE_OE706_AIEthics,22,32,0.0,0.2001,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CE_OE708_ClimateAdapt | CSE_OE703_FinTech
STU0143,EEE,7,CE_OE707_WasteManagement,2,32,0.5,0.2587,1,1,0.6309,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm
STU0431,CSE,7,ECE_OE706_WirelessPower,13,32,0.7,0.2194,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0031,EEE,7,CSE_OE708_5GNetworks,21,32,0.8,0.2218,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | CE_OE701_SmartInfra | ECE_OE701_AutomotiveElec
STU0334,CE,7,ME_OE707_SustainableMfg,6,32,0.6,0.215,0,1,0.3562,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0199,CSE,7,CE_OE705_TunnelEng,6,32,0.9,0.2286,0,1,0.3562,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0029,CE,7,ME_OE703_HydrogenEnergy,24,32,0.8,0.1961,0,0,0.0,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0189,ME,7,EEE_OE701_EnergyAudit,27,32,0.7,0.1857,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0445,ME,7,CSE_OE708_5GNetworks,29,32,0.8,0.1974,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0215,CE,7,CSE_OE701_AutonomousSys,5,32,0.6,0.212,1,1,0.3869,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0045,EEE,7,ECE_OE701_AutomotiveElec,5,32,0.9,0.2734,1,1,0.3869,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CSE_OE703_FinTech | ECE_OE701_AutomotiveElec
STU0021,ME,7,ECE_OE708_QuantumComm,29,32,0.7,0.1971,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0404,EEE,7,ME_OE706_Nanotech,30,32,0.7,0.1698,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CSE_OE703_FinTech | ECE_OE701_AutomotiveElec
STU0201,CSE,7,ME_OE707_SustainableMfg,7,32,0.9,0.2209,0,1,0.3333,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0396,ECE,7,ME_OE708_AdvancedRobotics,18,32,0.7,0.2125,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CE_OE708_ClimateAdapt | CSE_OE703_FinTech
STU0454,CSE,7,ME_OE707_SustainableMfg,8,32,0.7,0.2219,0,1,0.3155,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0446,EEE,7,ME_OE704_SpaceProp,32,32,0.5,0.2021,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm
STU0023,ECE,7,CSE_OE708_5GNetworks,26,32,0.8,0.1947,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CE_OE708_ClimateAdapt | CSE_OE703_FinTech
STU0206,ME,7,EEE_OE708_SpacePower,14,32,0.6,0.1901,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0491,CE,7,EEE_OE702_SolarFarm,14,32,0.9,0.2329,0,0,0.0,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0424,EEE,7,ECE_OE705_FPGA,27,32,0.0,0.2228,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | CE_OE701_SmartInfra | ECE_OE701_AutomotiveElec
STU0386,CE,7,EEE_OE703_WindEnergy,28,32,0.5,0.1922,0,0,0.0,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0223,ECE,7,CE_OE704_ConstructionMgmt,1,32,1.0,0.2641,1,1,1.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CSE_OE702_DataPrivacy | CSE_OE703_FinTech
STU0073,ECE,7,CE_OE708_ClimateAdapt,4,32,0.6,0.2243,1,1,0.4307,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CE_OE708_ClimateAdapt | CSE_OE703_FinTech
STU0472,EEE,7,ME_OE705_TurbineDes,17,32,0.8,0.1986,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm
STU0242,ME,7,ECE_OE704_SpaceElec,14,32,0.5,0.2229,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0296,CE,7,CSE_OE702_DataPrivacy,4,32,0.7,0.2246,1,1,0.4307,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0297,EEE,7,ECE_OE703_SatelliteComm,6,32,0.6,0.2224,0,1,0.3562,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CSE_OE703_FinTech | CE_OE701_SmartInfra | ECE_OE701_AutomotiveElec
STU0130,CE,7,ME_OE705_TurbineDes,12,32,0.7,0.1977,0,0,0.0,ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CSE_OE703_FinTech | CSE_OE702_DataPrivacy | CSE_OE701_AutonomousSys
STU0253,ECE,7,CE_OE705_TunnelEng,6,32,0.8,0.1941,0,1,0.3562,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CSE_OE703_FinTech | CSE_OE702_DataPrivacy
STU0123,ME,7,CE_OE706_SeismicDesign,22,32,0.9,0.2256,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0384,ECE,7,CSE_OE705_SoftwareArch,19,32,1.0,0.2118,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | CE_OE708_ClimateAdapt | CSE_OE703_FinTech
STU0064,ME,7,ECE_OE705_FPGA,18,32,0.5,0.2186,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0051,ME,7,EEE_OE707_TidalEnergy,13,32,0.6,0.2143,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0071,CSE,7,ECE_OE707_Terahertz,23,32,0.9,0.2042,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm
STU0102,CSE,7,ME_OE706_Nanotech,27,32,0.8,0.1826,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
STU0128,ME,7,CE_OE706_SeismicDesign,23,32,0.8,0.201,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ECE_OE701_AutomotiveElec | ECE_OE703_SatelliteComm | CE_OE701_SmartInfra
