student_id,branch,semester,actual_oe,actual_rank,total_candidates,actual_score,predicted_score,hit@5,hit@10,ndcg@10,top5_oes
STU0034,CSE,7,ME_OE701_IndustrialAuto,16,32,0.6,0.1647,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0097,ECE,7,EEE_OE701_EnergyAudit,29,32,1.0,0.1622,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0124,EEE,7,CE_OE708_ClimateAdapt,19,32,0.7,0.1667,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0304,ME,7,CE_OE702_DisasterMgmt,17,32,0.8,0.1539,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE705_GridCyber
STU0041,EEE,7,ECE_OE702_MedElec,29,32,1.0,0.167,0,0,0.0,ME_OE705_TurbineDes | ME_OE708_AdvancedRobotics | ME_OE707_SustainableMfg | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0160,ME,7,CSE_OE706_AIEthics,10,32,0.8,0.1622,0,1,0.2891,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE705_GridCyber
STU0098,EEE,7,CE_OE706_SeismicDesign,20,32,0.7,0.1613,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0460,CSE,7,ECE_OE704_SpaceElec,25,32,0.7,0.1513,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0020,ECE,7,EEE_OE702_SolarFarm,9,32,0.0,0.1984,0,1,0.301,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0466,ECE,7,CE_OE703_GreenBuilding,22,32,1.0,0.1764,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0148,CE,7,ECE_OE706_WirelessPower,24,32,0.0,0.1467,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0265,ME,7,CE_OE706_SeismicDesign,13,32,1.0,0.1742,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | CE_OE705_TunnelEng
STU0177,CSE,7,ECE_OE704_SpaceElec,25,32,0.8,0.1429,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0237,ECE,7,CSE_OE707_DigitalTwin,25,32,1.0,0.1616,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0478,CE,7,CSE_OE704_HCI,16,32,0.5,0.1946,0,0,0.0,ME_OE705_TurbineDes | ME_OE708_AdvancedRobotics | ME_OE707_SustainableMfg | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0309,CE,7,ME_OE707_SustainableMfg,2,32,0.7,0.2189,1,1,0.6309,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0337,ECE,7,ME_OE703_HydrogenEnergy,13,32,1.0,0.1816,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0178,CE,7,EEE_OE708_SpacePower,6,32,0.8,0.1832,0,1,0.3562,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0015,EEE,7,ECE_OE701_AutomotiveElec,14,32,0.6,0.1754,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0009,CE,7,EEE_OE704_BatteryTech,32,32,0.5,0.1595,0,0,0.0,ME_OE705_TurbineDes | ME_OE708_AdvancedRobotics | ME_OE707_SustainableMfg | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0485,ME,7,ECE_OE707_Terahertz,32,32,0.5,0.1476,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0076,ME,7,EEE_OE705_GridCyber,5,32,0.8,0.1748,1,1,0.3869,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE705_GridCyber
STU0214,CE,7,EEE_OE707_TidalEnergy,17,32,0.5,0.1649,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0326,ME,7,CE_OE703_GreenBuilding,16,32,0.7,0.1521,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0270,ME,7,CE_OE703_GreenBuilding,16,32,1.0,0.1812,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0086,CE,7,CSE_OE702_DataPrivacy,17,32,0.9,0.1779,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0298,CSE,7,ME_OE703_HydrogenEnergy,9,32,0.8,0.177,0,1,0.301,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0010,ECE,7,CE_OE707_WasteManagement,5,32,0.7,0.19,1,1,0.3869,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0050,CE,7,EEE_OE708_SpacePower,5,32,0.8,0.1829,1,1,0.3869,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0412,EEE,7,ME_OE708_AdvancedRobotics,3,32,0.8,0.2011,1,1,0.5,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0151,ECE,7,CSE_OE704_HCI,19,32,0.7,0.1659,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0221,ME,7,CSE_OE706_AIEthics,10,32,1.0,0.1658,0,1,0.2891,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE705_GridCyber
STU0141,ME,7,ECE_OE701_AutomotiveElec,14,32,0.6,0.1585,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | EEE_OE708_SpacePower | CE_OE701_SmartInfra | EEE_OE702_SolarFarm
STU0407,ECE,7,CSE_OE704_HCI,19,32,0.8,0.1768,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0294,CE,7,EEE_OE705_GridCyber,12,32,0.6,0.168,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0418,EEE,7,CSE_OE703_FinTech,9,32,0.7,0.1861,0,1,0.301,ME_OE705_TurbineDes | ME_OE708_AdvancedRobotics | ME_OE707_SustainableMfg | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0437,ME,7,EEE_OE702_SolarFarm,6,32,0.8,0.1762,0,1,0.3562,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE705_GridCyber
STU0358,CE,7,ME_OE702_SmartMfg,4,32,0.7,0.1989,1,1,0.4307,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0447,CE,7,ME_OE705_TurbineDes,1,32,0.8,0.1918,1,1,1.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0423,CE,7,EEE_OE706_Superconductors,31,32,0.6,0.1385,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0226,CSE,7,ECE_OE701_AutomotiveElec,12,32,0.8,0.1757,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0202,CE,7,ME_OE701_IndustrialAuto,12,32,0.9,0.1793,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0195,CSE,7,CE_OE705_TunnelEng,12,32,0.8,0.1727,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0115,CE,7,ECE_OE703_SatelliteComm,14,32,0.8,0.1822,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0316,EEE,7,CE_OE708_ClimateAdapt,18,32,0.7,0.1627,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0070,CSE,7,EEE_OE707_TidalEnergy,22,32,0.7,0.1519,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0299,CSE,7,EEE_OE706_Superconductors,31,32,0.9,0.1327,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0091,CSE,7,ME_OE708_AdvancedRobotics,3,32,0.6,0.206,1,1,0.5,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0374,ME,7,EEE_OE703_WindEnergy,25,32,0.7,0.1304,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0139,EEE,7,ME_OE704_SpaceProp,12,32,0.8,0.1768,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0497,CE,7,ECE_OE704_SpaceElec,28,32,0.8,0.1551,0,0,0.0,ME_OE705_TurbineDes | ME_OE708_AdvancedRobotics | ME_OE707_SustainableMfg | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0166,CE,7,ECE_OE702_MedElec,27,32,0.5,0.1548,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0499,ECE,7,ME_OE707_SustainableMfg,3,32,0.8,0.2151,1,1,0.5,ME_OE705_TurbineDes | ME_OE708_AdvancedRobotics | ME_OE707_SustainableMfg | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0024,EEE,7,CE_OE705_TunnelEng,15,32,0.7,0.1954,0,0,0.0,ME_OE705_TurbineDes | ME_OE708_AdvancedRobotics | ME_OE707_SustainableMfg | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0283,CE,7,EEE_OE702_SolarFarm,9,32,0.6,0.1627,0,1,0.301,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0016,EEE,7,ME_OE708_AdvancedRobotics,3,32,0.8,0.2107,1,1,0.5,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0149,CE,7,EEE_OE705_GridCyber,10,32,0.6,0.1714,0,1,0.2891,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0371,CSE,7,ME_OE701_IndustrialAuto,17,32,1.0,0.1577,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0259,CE,7,ECE_OE703_SatelliteComm,16,32,0.6,0.1872,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0162,ME,7,ECE_OE701_AutomotiveElec,12,32,0.7,0.1716,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0261,ME,7,CSE_OE705_SoftwareArch,23,32,1.0,0.1505,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE705_GridCyber
STU0365,ECE,7,CSE_OE701_AutonomousSys,27,32,0.8,0.174,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0351,CSE,7,CE_OE705_TunnelEng,15,32,0.6,0.1691,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0315,EEE,7,CE_OE701_SmartInfra,7,32,0.9,0.1735,0,1,0.3333,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0440,CSE,7,ECE_OE707_Terahertz,31,32,0.7,0.1483,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0260,CSE,7,EEE_OE703_WindEnergy,30,32,0.5,0.1274,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0218,ME,7,CSE_OE707_DigitalTwin,20,32,0.9,0.1568,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE705_GridCyber
STU0483,ECE,7,ME_OE704_SpaceProp,17,32,0.8,0.184,0,0,0.0,ME_OE705_TurbineDes | ME_OE708_AdvancedRobotics | ME_OE707_SustainableMfg | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0096,EEE,7,ECE_OE706_WirelessPower,27,32,0.6,0.1626,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0038,CSE,7,EEE_OE705_GridCyber,9,32,1.0,0.1572,0,1,0.301,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0117,ME,7,CE_OE705_TunnelEng,8,32,0.9,0.1671,0,1,0.3155,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0068,EEE,7,ECE_OE706_WirelessPower,27,32,0.5,0.1622,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0268,CE,7,ECE_OE705_FPGA,27,32,0.0,0.136,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0286,CSE,7,EEE_OE705_GridCyber,10,32,0.7,0.1602,0,1,0.2891,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0244,ECE,7,CSE_OE706_AIEthics,14,32,0.0,0.1771,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0143,EEE,7,CE_OE707_WasteManagement,6,32,0.5,0.1844,0,1,0.3562,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0431,CSE,7,ECE_OE706_WirelessPower,23,32,0.7,0.1468,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0031,EEE,7,CSE_OE708_5GNetworks,22,32,0.8,0.1711,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0334,CE,7,ME_OE707_SustainableMfg,2,32,0.6,0.1878,1,1,0.6309,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0199,CSE,7,CE_OE705_TunnelEng,12,32,0.9,0.1634,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0029,CE,7,ME_OE703_HydrogenEnergy,5,32,0.8,0.1736,1,1,0.3869,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0189,ME,7,EEE_OE701_EnergyAudit,20,32,0.7,0.1531,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE705_GridCyber
STU0445,ME,7,CSE_OE708_5GNetworks,19,32,0.8,0.1509,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE705_GridCyber
STU0215,CE,7,CSE_OE701_AutonomousSys,22,32,0.6,0.1478,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0045,EEE,7,ECE_OE701_AutomotiveElec,15,32,0.9,0.1905,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0021,ME,7,ECE_OE708_QuantumComm,29,32,0.7,0.1471,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE705_GridCyber
STU0404,EEE,7,ME_OE706_Nanotech,9,32,0.7,0.1582,0,1,0.301,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0201,CSE,7,ME_OE707_SustainableMfg,2,32,0.9,0.1828,1,1,0.6309,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0396,ECE,7,ME_OE708_AdvancedRobotics,3,32,0.7,0.2117,1,1,0.5,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0454,CSE,7,ME_OE707_SustainableMfg,2,32,0.7,0.2026,1,1,0.6309,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0446,EEE,7,ME_OE704_SpaceProp,13,32,0.5,0.1812,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0023,ECE,7,CSE_OE708_5GNetworks,26,32,0.8,0.1684,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0206,ME,7,EEE_OE708_SpacePower,4,32,0.6,0.1674,1,1,0.4307,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE705_GridCyber
STU0491,CE,7,EEE_OE702_SolarFarm,11,32,0.9,0.1738,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0424,EEE,7,ECE_OE705_FPGA,31,32,0.0,0.1588,0,0,0.0,ME_OE705_TurbineDes | ME_OE708_AdvancedRobotics | ME_OE707_SustainableMfg | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0386,CE,7,EEE_OE703_WindEnergy,30,32,0.5,0.1559,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0223,ECE,7,CE_OE704_ConstructionMgmt,4,32,1.0,0.2144,1,1,0.4307,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0073,ECE,7,CE_OE708_ClimateAdapt,18,32,0.6,0.175,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0472,EEE,7,ME_OE705_TurbineDes,1,32,0.8,0.2077,1,1,1.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0242,ME,7,ECE_OE704_SpaceElec,25,32,0.5,0.1581,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0296,CE,7,CSE_OE702_DataPrivacy,17,32,0.7,0.1817,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | EEE_OE708_SpacePower
STU0297,EEE,7,ECE_OE703_SatelliteComm,15,32,0.6,0.1742,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | CE_OE704_ConstructionMgmt
STU0130,CE,7,ME_OE705_TurbineDes,1,32,0.7,0.2071,1,1,1.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0253,ECE,7,CE_OE705_TunnelEng,15,32,0.8,0.1805,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0123,ME,7,CE_OE706_SeismicDesign,11,32,0.9,0.1728,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0384,ECE,7,CSE_OE705_SoftwareArch,28,32,1.0,0.1667,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0064,ME,7,ECE_OE705_FPGA,26,32,0.5,0.1436,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE702_SolarFarm
STU0051,ME,7,EEE_OE707_TidalEnergy,13,32,0.6,0.163,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE705_GridCyber
STU0071,CSE,7,ECE_OE707_Terahertz,29,32,0.9,0.1382,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0102,CSE,7,ME_OE706_Nanotech,15,32,0.8,0.1631,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
STU0128,ME,7,CE_OE706_SeismicDesign,11,32,0.8,0.1576,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE708_SpacePower | EEE_OE705_GridCyber
STU0450,CE,7,ECE_OE704_SpaceElec,28,32,0.7,0.1698,0,0,0.0,ME_OE705_TurbineDes | ME_OE708_AdvancedRobotics | ME_OE707_SustainableMfg | ME_OE702_SmartMfg | ME_OE703_HydrogenEnergy
STU0227,ECE,7,EEE_OE708_SpacePower,7,32,0.6,0.2065,0,1,0.3333,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | ME_OE708_AdvancedRobotics | CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement
