student_id,branch,semester,actual_oe,actual_rank,total_candidates,actual_score,predicted_score,hit@5,hit@10,ndcg@10,top5_oes
STU0034,CSE,7,ME_OE701_IndustrialAuto,24,32,0.6,0.1246,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0304,ME,7,CE_OE702_DisasterMgmt,19,32,0.8,0.0953,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | EEE_OE705_GridCyber | CE_OE701_SmartInfra | EEE_OE708_SpacePower
STU0041,EEE,7,ECE_OE702_MedElec,25,32,1.0,0.0907,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | CE_OE701_SmartInfra
STU0160,ME,7,CSE_OE706_AIEthics,9,32,0.8,0.0964,0,1,0.301,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE705_GridCyber | EEE_OE708_SpacePower
STU0098,EEE,7,CE_OE706_SeismicDesign,23,32,0.7,0.1208,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | CE_OE701_SmartInfra
STU0460,CSE,7,ECE_OE704_SpaceElec,19,32,0.7,0.1195,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0020,ECE,7,EEE_OE702_SolarFarm,10,32,0.0,0.1249,0,1,0.2891,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0466,ECE,7,CE_OE703_GreenBuilding,30,32,1.0,0.0896,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0148,CE,7,ECE_OE706_WirelessPower,27,32,0.0,0.0797,0,0,0.0,ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber | EEE_OE708_SpacePower | CSE_OE703_FinTech
STU0265,ME,7,CE_OE706_SeismicDesign,17,32,1.0,0.1078,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | EEE_OE705_GridCyber | EEE_OE708_SpacePower | CE_OE701_SmartInfra
STU0177,CSE,7,ECE_OE704_SpaceElec,21,32,0.8,0.0989,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0237,ECE,7,CSE_OE707_DigitalTwin,21,32,1.0,0.1218,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0478,CE,7,CSE_OE704_HCI,22,32,0.5,0.1165,0,0,0.0,ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber | EEE_OE708_SpacePower | ME_OE708_AdvancedRobotics
STU0309,CE,7,ME_OE707_SustainableMfg,1,32,0.7,0.1517,1,1,1.0,ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber | EEE_OE708_SpacePower | CSE_OE703_FinTech
STU0337,ECE,7,ME_OE703_HydrogenEnergy,11,32,1.0,0.1319,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0178,CE,7,EEE_OE708_SpacePower,4,32,0.8,0.1463,1,1,0.4307,ME_OE707_SustainableMfg | EEE_OE705_GridCyber | ME_OE705_TurbineDes | EEE_OE708_SpacePower | CSE_OE703_FinTech
STU0015,EEE,7,ECE_OE701_AutomotiveElec,12,32,0.6,0.0909,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | CE_OE701_SmartInfra
STU0009,CE,7,EEE_OE704_BatteryTech,23,32,0.5,0.0976,0,0,0.0,ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber | EEE_OE708_SpacePower | CSE_OE703_FinTech
STU0485,ME,7,ECE_OE707_Terahertz,29,32,0.5,0.084,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | EEE_OE705_GridCyber | CE_OE701_SmartInfra | EEE_OE708_SpacePower
STU0076,ME,7,EEE_OE705_GridCyber,4,32,0.8,0.1068,1,1,0.4307,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE705_GridCyber | EEE_OE708_SpacePower
STU0214,CE,7,EEE_OE707_TidalEnergy,11,32,0.5,0.1036,0,0,0.0,ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber | EEE_OE708_SpacePower | CSE_OE703_FinTech
STU0326,ME,7,CE_OE703_GreenBuilding,23,32,0.7,0.124,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | EEE_OE705_GridCyber | EEE_OE708_SpacePower | CE_OE701_SmartInfra
STU0270,ME,7,CE_OE703_GreenBuilding,24,32,1.0,0.1172,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | EEE_OE705_GridCyber | EEE_OE708_SpacePower | CE_OE701_SmartInfra
STU0086,CE,7,CSE_OE702_DataPrivacy,18,32,0.9,0.0921,0,0,0.0,ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber | EEE_OE708_SpacePower | CSE_OE703_FinTech
STU0298,CSE,7,ME_OE703_HydrogenEnergy,11,32,0.8,0.1001,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0010,ECE,7,CE_OE707_WasteManagement,2,32,0.7,0.1108,1,1,0.6309,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | CE_OE701_SmartInfra
STU0050,CE,7,EEE_OE708_SpacePower,4,32,0.8,0.0952,1,1,0.4307,ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber | EEE_OE708_SpacePower | CSE_OE703_FinTech
STU0412,EEE,7,ME_OE708_AdvancedRobotics,7,32,0.8,0.1125,0,1,0.3333,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | CE_OE701_SmartInfra
STU0151,ECE,7,CSE_OE704_HCI,28,32,0.7,0.0862,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0221,ME,7,CSE_OE706_AIEthics,9,32,1.0,0.0977,0,1,0.301,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE705_GridCyber | EEE_OE708_SpacePower
STU0141,ME,7,ECE_OE701_AutomotiveElec,13,32,0.6,0.1305,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | EEE_OE705_GridCyber | EEE_OE708_SpacePower | CE_OE701_SmartInfra
STU0407,ECE,7,CSE_OE704_HCI,27,32,0.8,0.0924,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0294,CE,7,EEE_OE705_GridCyber,1,32,0.6,0.1536,1,1,1.0,EEE_OE705_GridCyber | ME_OE707_SustainableMfg | EEE_OE708_SpacePower | ME_OE705_TurbineDes | CSE_OE703_FinTech
STU0418,EEE,7,CSE_OE703_FinTech,7,32,0.7,0.1302,0,1,0.3333,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | CE_OE701_SmartInfra
STU0437,ME,7,EEE_OE702_SolarFarm,8,32,0.8,0.103,0,1,0.3155,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE705_GridCyber | EEE_OE708_SpacePower
STU0358,CE,7,ME_OE702_SmartMfg,12,32,0.7,0.1119,0,0,0.0,ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber | EEE_OE708_SpacePower | ME_OE708_AdvancedRobotics
STU0447,CE,7,ME_OE705_TurbineDes,4,32,0.8,0.1492,1,1,0.4307,EEE_OE705_GridCyber | ME_OE707_SustainableMfg | EEE_OE708_SpacePower | ME_OE705_TurbineDes | CSE_OE703_FinTech
STU0423,CE,7,EEE_OE706_Superconductors,16,32,0.6,0.1202,0,0,0.0,ME_OE707_SustainableMfg | EEE_OE705_GridCyber | ME_OE705_TurbineDes | EEE_OE708_SpacePower | CSE_OE703_FinTech
STU0226,CSE,7,ECE_OE701_AutomotiveElec,16,32,0.8,0.0978,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0202,CE,7,ME_OE701_IndustrialAuto,21,32,0.9,0.0892,0,0,0.0,ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber | EEE_OE708_SpacePower | ME_OE708_AdvancedRobotics
STU0195,CSE,7,CE_OE705_TunnelEng,29,32,0.8,0.0977,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0115,CE,7,ECE_OE703_SatelliteComm,14,32,0.8,0.1334,0,0,0.0,ME_OE707_SustainableMfg | EEE_OE705_GridCyber | ME_OE705_TurbineDes | EEE_OE708_SpacePower | CSE_OE703_FinTech
STU0316,EEE,7,CE_OE708_ClimateAdapt,9,32,0.7,0.1344,0,1,0.301,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | CE_OE701_SmartInfra
STU0070,CSE,7,EEE_OE707_TidalEnergy,15,32,0.7,0.1189,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0299,CSE,7,EEE_OE706_Superconductors,16,32,0.9,0.115,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0091,CSE,7,ME_OE708_AdvancedRobotics,8,32,0.6,0.1277,0,1,0.3155,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0374,ME,7,EEE_OE703_WindEnergy,11,32,0.7,0.1289,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | EEE_OE705_GridCyber | EEE_OE708_SpacePower | CE_OE701_SmartInfra
STU0139,EEE,7,ME_OE704_SpaceProp,23,32,0.8,0.1001,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | CE_OE701_SmartInfra
STU0497,CE,7,ECE_OE704_SpaceElec,20,32,0.8,0.1044,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | EEE_OE708_SpacePower | EEE_OE705_GridCyber | ME_OE708_AdvancedRobotics
STU0166,CE,7,ECE_OE702_MedElec,27,32,0.5,0.0957,0,0,0.0,ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber | EEE_OE708_SpacePower | ME_OE708_AdvancedRobotics
STU0499,ECE,7,ME_OE707_SustainableMfg,3,32,0.8,0.133,1,1,0.5,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0024,EEE,7,CE_OE705_TunnelEng,26,32,0.7,0.1165,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | CSE_OE703_FinTech
STU0283,CE,7,EEE_OE702_SolarFarm,7,32,0.6,0.0833,0,1,0.3333,ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber | EEE_OE708_SpacePower | CSE_OE703_FinTech
STU0016,EEE,7,ME_OE708_AdvancedRobotics,7,32,0.8,0.1402,0,1,0.3333,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | CE_OE701_SmartInfra
STU0149,CE,7,EEE_OE705_GridCyber,3,32,0.6,0.1287,1,1,0.5,ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber | EEE_OE708_SpacePower | CSE_OE703_FinTech
STU0371,CSE,7,ME_OE701_IndustrialAuto,22,32,1.0,0.098,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0259,CE,7,ECE_OE703_SatelliteComm,17,32,0.6,0.0878,0,0,0.0,ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber | EEE_OE708_SpacePower | CSE_OE703_FinTech
STU0162,ME,7,ECE_OE701_AutomotiveElec,14,32,0.7,0.1218,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | EEE_OE705_GridCyber | EEE_OE708_SpacePower | CE_OE701_SmartInfra
STU0261,ME,7,CSE_OE705_SoftwareArch,13,32,1.0,0.1023,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | EEE_OE705_GridCyber | CE_OE701_SmartInfra | EEE_OE708_SpacePower
STU0365,ECE,7,CSE_OE701_AutonomousSys,24,32,0.8,0.0852,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | CE_OE701_SmartInfra
STU0351,CSE,7,CE_OE705_TunnelEng,30,32,0.6,0.1126,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0315,EEE,7,CE_OE701_SmartInfra,5,32,0.9,0.1174,1,1,0.3869,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | CE_OE701_SmartInfra
STU0440,CSE,7,ECE_OE707_Terahertz,31,32,0.7,0.1187,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0260,CSE,7,EEE_OE703_WindEnergy,16,32,0.5,0.1356,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | EEE_OE705_GridCyber | ME_OE705_TurbineDes
STU0218,ME,7,CSE_OE707_DigitalTwin,16,32,0.9,0.0965,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | EEE_OE705_GridCyber | CE_OE701_SmartInfra | EEE_OE708_SpacePower
STU0483,ECE,7,ME_OE704_SpaceProp,24,32,0.8,0.0864,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | CE_OE701_SmartInfra
STU0096,EEE,7,ECE_OE706_WirelessPower,24,32,0.6,0.1151,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | CE_OE701_SmartInfra
STU0038,CSE,7,EEE_OE705_GridCyber,5,32,1.0,0.1209,1,1,0.3869,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0117,ME,7,CE_OE705_TunnelEng,24,32,0.9,0.1162,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | EEE_OE705_GridCyber | EEE_OE708_SpacePower | CE_OE701_SmartInfra
STU0068,EEE,7,ECE_OE706_WirelessPower,24,32,0.5,0.1086,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | CE_OE701_SmartInfra
STU0268,CE,7,ECE_OE705_FPGA,29,32,0.0,0.072,0,0,0.0,ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber | EEE_OE708_SpacePower | CSE_OE703_FinTech
STU0286,CSE,7,EEE_OE705_GridCyber,4,32,0.7,0.1443,1,1,0.4307,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | EEE_OE705_GridCyber | ME_OE705_TurbineDes
STU0244,ECE,7,CSE_OE706_AIEthics,15,32,0.0,0.1013,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0143,EEE,7,CE_OE707_WasteManagement,2,32,0.5,0.1417,1,1,0.6309,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | CE_OE701_SmartInfra
STU0431,CSE,7,ECE_OE706_WirelessPower,28,32,0.7,0.1065,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0031,EEE,7,CSE_OE708_5GNetworks,32,32,0.8,0.0899,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | CE_OE701_SmartInfra
STU0334,CE,7,ME_OE707_SustainableMfg,1,32,0.6,0.1423,1,1,1.0,ME_OE707_SustainableMfg | EEE_OE705_GridCyber | ME_OE705_TurbineDes | EEE_OE708_SpacePower | CSE_OE703_FinTech
STU0199,CSE,7,CE_OE705_TunnelEng,30,32,0.9,0.1012,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0029,CE,7,ME_OE703_HydrogenEnergy,8,32,0.8,0.1259,0,1,0.3155,ME_OE707_SustainableMfg | EEE_OE705_GridCyber | ME_OE705_TurbineDes | EEE_OE708_SpacePower | CSE_OE703_FinTech
STU0189,ME,7,EEE_OE701_EnergyAudit,30,32,0.7,0.0767,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE705_GridCyber | EEE_OE708_SpacePower
STU0445,ME,7,CSE_OE708_5GNetworks,31,32,0.8,0.079,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | EEE_OE705_GridCyber | CE_OE701_SmartInfra | EEE_OE708_SpacePower
STU0215,CE,7,CSE_OE701_AutonomousSys,20,32,0.6,0.0923,0,0,0.0,ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber | EEE_OE708_SpacePower | CSE_OE703_FinTech
STU0045,EEE,7,ECE_OE701_AutomotiveElec,11,32,0.9,0.1306,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE705_TurbineDes | ME_OE707_SustainableMfg | CE_OE701_SmartInfra
STU0021,ME,7,ECE_OE708_QuantumComm,32,32,0.7,0.0711,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE705_GridCyber | EEE_OE708_SpacePower
STU0404,EEE,7,ME_OE706_Nanotech,10,32,0.7,0.0912,0,1,0.2891,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | CE_OE701_SmartInfra
STU0201,CSE,7,ME_OE707_SustainableMfg,3,32,0.9,0.1391,1,1,0.5,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0396,ECE,7,ME_OE708_AdvancedRobotics,8,32,0.7,0.1171,0,1,0.3155,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0454,CSE,7,ME_OE707_SustainableMfg,3,32,0.7,0.1349,1,1,0.5,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0446,EEE,7,ME_OE704_SpaceProp,29,32,0.5,0.1214,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | CE_OE701_SmartInfra
STU0023,ECE,7,CSE_OE708_5GNetworks,32,32,0.8,0.0846,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0206,ME,7,EEE_OE708_SpacePower,5,32,0.6,0.106,1,1,0.3869,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE705_GridCyber | EEE_OE708_SpacePower
STU0491,CE,7,EEE_OE702_SolarFarm,6,32,0.9,0.1433,0,1,0.3562,EEE_OE705_GridCyber | ME_OE707_SustainableMfg | EEE_OE708_SpacePower | ME_OE705_TurbineDes | CSE_OE703_FinTech
STU0424,EEE,7,ECE_OE705_FPGA,28,32,0.0,0.0908,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | CE_OE701_SmartInfra
STU0386,CE,7,EEE_OE703_WindEnergy,13,32,0.5,0.1075,0,0,0.0,ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber | EEE_OE708_SpacePower | ME_OE708_AdvancedRobotics
STU0223,ECE,7,CE_OE704_ConstructionMgmt,1,32,1.0,0.1476,1,1,1.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0073,ECE,7,CE_OE708_ClimateAdapt,10,32,0.6,0.122,0,1,0.2891,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0472,EEE,7,ME_OE705_TurbineDes,4,32,0.8,0.1147,1,1,0.4307,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | CE_OE701_SmartInfra
STU0242,ME,7,ECE_OE704_SpaceElec,22,32,0.5,0.0977,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | EEE_OE705_GridCyber | CE_OE701_SmartInfra | EEE_OE708_SpacePower
STU0296,CE,7,CSE_OE702_DataPrivacy,18,32,0.7,0.0759,0,0,0.0,ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber | EEE_OE708_SpacePower | ME_OE708_AdvancedRobotics
STU0297,EEE,7,ECE_OE703_SatelliteComm,13,32,0.6,0.0883,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | CE_OE701_SmartInfra
STU0130,CE,7,ME_OE705_TurbineDes,2,32,0.7,0.1044,1,1,0.6309,ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber | EEE_OE708_SpacePower | ME_OE708_AdvancedRobotics
STU0253,ECE,7,CE_OE705_TunnelEng,29,32,0.8,0.0732,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | CE_OE701_SmartInfra
STU0123,ME,7,CE_OE706_SeismicDesign,19,32,0.9,0.1125,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | EEE_OE705_GridCyber | EEE_OE708_SpacePower | CE_OE701_SmartInfra
STU0384,ECE,7,CSE_OE705_SoftwareArch,19,32,1.0,0.1159,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0064,ME,7,ECE_OE705_FPGA,28,32,0.5,0.0971,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | EEE_OE705_GridCyber | EEE_OE708_SpacePower | CE_OE701_SmartInfra
STU0051,ME,7,EEE_OE707_TidalEnergy,12,32,0.6,0.1076,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | EEE_OE705_GridCyber | EEE_OE708_SpacePower | CE_OE701_SmartInfra
STU0071,CSE,7,ECE_OE707_Terahertz,29,32,0.9,0.0947,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0102,CSE,7,ME_OE706_Nanotech,12,32,0.8,0.1116,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0128,ME,7,CE_OE706_SeismicDesign,17,32,0.8,0.093,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | CE_OE701_SmartInfra | EEE_OE705_GridCyber | EEE_OE708_SpacePower
STU0450,CE,7,ECE_OE704_SpaceElec,22,32,0.7,0.095,0,0,0.0,ME_OE705_TurbineDes | ME_OE707_SustainableMfg | EEE_OE708_SpacePower | EEE_OE705_GridCyber | ME_OE708_AdvancedRobotics
STU0227,ECE,7,EEE_OE708_SpacePower,6,32,0.6,0.1359,0,1,0.3562,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0093,ECE,7,CE_OE705_TunnelEng,28,32,0.8,0.1028,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0464,ECE,7,CE_OE702_DisasterMgmt,21,32,0.7,0.0956,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0028,ECE,7,CE_OE705_TunnelEng,29,32,0.7,0.0894,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0154,CSE,7,ECE_OE703_SatelliteComm,18,32,0.9,0.1105,0,0,0.0,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | ME_OE707_SustainableMfg | ME_OE705_TurbineDes | EEE_OE705_GridCyber
STU0184,ME,7,EEE_OE703_WindEnergy,9,32,0.9,0.1328,0,1,0.301,CE_OE704_ConstructionMgmt | CE_OE707_WasteManagement | EEE_OE705_GridCyber | EEE_OE708_SpacePower | CE_OE701_SmartInfra
